Limit,Gender,MaritalStatus,Age,Late1,Late2,Late3,Default
150,2,2,29,0,0,0,1
60,2,1,27,0,0,0,0
80,2,1,27,0,0,0,0
150,2,2,26,0,0,0,0
30,2,2,27,0,0,0,1
150,2,2,26,0,0,0,0
250,2,2,26,0,0,0,0
500,2,2,29,0,0,0,0
230,2,2,28,0,0,0,0
160,2,2,29,0,0,0,0
360,2,1,31,0,0,0,0
400,2,1,30,0,0,0,0
130,2,2,29,0,0,1,0
80,2,2,28,0,0,0,0
160,2,2,28,0,0,0,0
390,2,1,28,0,0,0,0
200,2,2,31,0,1,1,1
30,2,1,30,0,0,0,0
50,2,2,31,0,1,1,0
180,2,2,31,0,0,0,0
200,2,2,32,0,0,0,0
180,2,1,32,0,0,0,0
250,2,2,31,0,0,0,0
180,2,2,29,0,0,0,0
50,2,1,32,0,0,0,0
220,2,1,33,0,0,0,0
360,2,1,31,0,0,0,0
500,2,2,29,0,0,0,0
50,2,1,30,0,0,0,0
150,2,2,30,0,0,0,0
150,2,2,31,0,0,0,0
300,2,2,31,0,0,0,0
130,2,2,24,0,0,0,0
30,2,2,22,1,0,0,0
90,2,2,25,0,0,0,0
90,2,2,25,0,0,0,1
70,2,2,25,0,0,0,0
80,2,1,25,0,0,0,1
60,2,2,25,0,0,0,1
60,2,2,26,0,1,0,0
420,2,2,27,0,0,0,0
200,2,2,27,0,0,0,1
220,2,2,29,0,0,0,0
170,2,2,29,0,0,0,0
500,2,2,29,0,0,0,1
60,2,2,29,1,0,1,1
140,2,2,30,0,0,0,0
100,2,1,31,0,0,0,0
180,2,2,31,0,0,0,0
360,2,2,31,1,0,0,0
420,2,2,31,0,0,0,1
200,2,2,29,0,0,0,0
260,2,1,31,0,0,0,0
300,2,2,30,0,0,0,0
400,2,2,29,0,0,1,1
220,2,2,30,0,0,0,0
130,2,2,30,0,0,0,1
150,2,2,29,0,0,0,0
280,2,2,33,0,0,0,0
230,2,2,33,0,0,0,0
180,2,1,28,0,0,0,0
270,2,2,29,0,0,0,0
190,2,2,30,0,0,0,0
150,2,2,30,0,0,0,0
230,2,2,28,0,0,0,1
70,2,1,29,0,0,0,0
500,2,2,29,0,0,0,0
50,2,1,30,0,0,0,1
220,2,2,29,0,0,0,1
210,2,1,30,0,0,0,0
260,2,1,30,0,0,0,0
280,2,2,29,0,0,0,0
180,2,2,30,0,0,0,0
30,2,1,29,1,1,1,1
20,2,1,30,1,0,0,1
200,2,1,32,1,0,1,0
80,2,2,30,1,1,0,1
90,2,2,31,0,0,0,1
20,2,1,32,1,0,0,1
30,2,1,32,0,0,0,0
70,2,2,29,0,0,0,0
200,2,1,29,0,0,0,0
420,2,2,29,0,0,0,0
130,2,1,29,0,0,0,0
160,2,2,30,0,0,0,0
320,2,1,29,0,0,0,0
130,2,2,29,0,0,0,0
200,2,2,29,1,0,0,1
320,2,2,30,0,0,0,0
400,2,1,30,0,0,0,0
390,2,2,30,0,0,0,0
100,2,1,29,0,0,0,0
100,2,1,30,0,0,0,0
400,2,2,31,0,0,0,0
100,2,1,27,0,1,0,1
300,2,1,27,0,0,0,0
20,2,2,27,0,0,0,0
50,2,2,27,0,0,0,0
100,2,2,30,1,1,1,0
200,2,1,30,0,0,0,0
300,2,2,30,0,0,0,0
240,2,1,30,0,0,0,0
240,2,1,30,0,0,0,0
120,2,1,30,1,1,0,1
350,2,2,31,0,1,0,0
590,2,2,31,1,0,0,0
240,2,2,30,1,0,0,0
200,2,2,27,0,0,0,0
300,2,2,27,0,0,0,0
240,2,1,28,0,0,0,0
170,2,2,28,0,0,0,0
470,2,2,30,0,0,0,0
110,2,2,30,0,0,0,0
30,2,2,24,0,0,0,1
80,2,2,24,1,1,0,0
100,2,2,24,1,0,0,0
160,2,2,25,0,0,0,0
110,2,2,27,0,0,0,0
150,2,2,28,1,0,0,0
390,2,2,30,0,0,0,0
180,2,1,30,0,0,0,1
300,2,2,29,0,0,0,0
400,2,1,29,0,0,0,0
110,2,2,29,1,1,0,0
120,2,2,28,0,0,0,0
200,2,2,28,0,0,0,0
120,2,1,25,0,0,0,0
270,2,2,25,0,0,0,0
250,2,2,25,0,0,0,0
130,2,1,25,0,0,0,0
290,2,2,26,0,0,0,0
210,2,2,26,0,0,0,0
200,2,2,26,1,0,1,0
240,2,2,28,1,1,1,0
170,2,1,30,0,0,0,0
180,2,2,28,0,0,0,0
280,2,2,28,0,0,0,0
490,2,2,28,0,0,0,0
240,2,2,31,0,0,0,0
150,2,1,31,0,0,0,0
350,2,2,32,0,0,0,0
80,2,1,30,0,0,0,0
330,2,2,31,0,0,0,0
20,2,1,31,1,0,0,0
210,2,2,32,0,0,0,0
400,2,2,32,0,0,0,0
230,2,1,28,0,0,0,0
200,2,2,29,0,0,0,0
180,2,2,31,0,0,0,0
200,2,1,30,0,0,1,0
50,2,2,26,0,0,0,0
290,2,2,27,0,0,0,0
100,2,1,31,0,0,0,0
150,2,2,32,0,0,0,1
20,2,2,32,0,0,0,0
200,2,1,32,0,0,0,0
80,2,2,32,0,0,0,0
290,2,2,29,0,0,0,0
200,2,1,29,0,0,0,0
150,2,2,29,0,0,0,0
180,2,2,27,0,0,0,0
420,2,1,32,0,0,0,0
30,2,1,29,0,0,1,1
230,2,2,31,0,0,1,0
60,2,2,27,1,1,1,0
220,2,2,28,0,0,0,0
240,2,2,29,0,0,0,0
140,2,2,31,0,0,0,0
200,2,2,32,0,0,0,0
410,2,2,30,0,0,0,0
140,2,1,34,0,0,0,0
80,2,2,30,0,0,0,0
340,2,2,29,0,0,0,0
140,2,2,29,0,0,0,1
170,2,2,30,1,1,1,1
290,2,2,30,0,0,0,0
360,2,2,31,0,0,0,0
310,2,1,32,0,0,0,1
500,2,2,32,0,0,0,0
250,2,2,33,1,0,0,1
500,2,2,33,0,0,0,0
80,2,1,33,0,0,0,0
180,2,2,30,0,0,0,0
320,2,2,30,0,0,0,0
130,2,1,30,0,0,0,0
250,2,2,30,0,0,0,0
380,2,2,27,0,0,0,0
200,2,2,27,0,0,0,0
150,2,2,28,1,1,1,1
100,2,2,28,1,0,0,0
180,2,1,28,0,0,0,0
150,2,2,26,0,0,0,0
230,2,2,27,0,0,0,0
160,2,2,29,0,0,0,0
360,2,1,30,0,0,0,0
150,2,1,28,0,0,0,0
360,2,1,34,0,0,0,1
10,2,2,37,0,0,0,0
20,2,2,35,0,0,0,1
50,2,1,35,0,0,0,0
50,2,2,37,1,1,0,0
60,2,1,37,1,1,1,1
20,2,2,37,1,1,1,0
130,2,2,39,1,1,1,0
50,2,2,36,0,0,0,0
350,2,1,36,0,0,0,0
210,2,1,40,0,0,0,0
10,2,2,23,0,0,0,0
20,2,1,34,1,1,1,0
80,2,1,33,0,0,0,0
110,2,2,33,0,0,0,1
180,2,2,40,0,0,0,0
360,2,2,37,0,0,0,0
250,2,1,33,0,0,0,0
180,2,1,34,0,0,0,0
190,2,2,35,0,0,0,0
150,2,2,35,0,1,1,0
90,2,1,35,0,0,0,0
230,2,2,39,0,0,0,0
120,2,1,47,0,0,0,0
100,2,1,36,1,0,0,1
60,2,2,45,0,0,0,0
360,2,2,38,0,0,0,0
310,2,1,38,0,0,0,0
280,2,2,37,0,0,0,0
30,2,2,38,1,1,1,0
260,2,1,38,0,0,0,0
180,2,1,36,0,0,0,0
330,2,2,36,0,0,0,0
400,2,1,46,0,0,1,1
90,2,1,36,0,0,1,0
200,2,2,36,0,0,0,1
280,2,2,38,0,0,0,0
350,2,1,37,0,0,0,0
50,2,1,42,0,0,0,0
50,2,2,44,0,0,0,0
120,2,1,41,0,0,0,0
80,2,2,38,0,0,0,0
90,2,2,36,0,0,0,0
50,2,2,44,0,0,0,0
180,2,1,44,0,0,0,0
200,2,1,31,0,0,0,0
420,2,1,31,0,0,0,0
270,2,1,31,0,0,0,0
50,2,1,49,0,0,0,0
30,2,1,41,0,0,0,0
170,2,1,36,1,1,1,0
170,2,1,42,0,0,0,0
20,2,2,38,1,1,1,0
120,2,1,40,0,0,0,0
50,2,1,41,1,1,1,1
500,2,2,44,0,0,0,0
40,2,1,36,1,1,1,1
70,2,1,48,0,0,0,0
30,2,1,44,0,0,0,1
70,2,1,48,1,1,0,1
20,2,1,49,0,0,0,1
140,2,1,45,0,0,0,0
200,2,1,39,1,1,1,1
90,2,1,42,0,0,0,0
30,2,2,44,1,1,1,0
260,2,1,41,0,0,0,0
100,2,1,36,1,0,0,0
50,2,2,44,1,0,0,1
200,2,1,31,0,1,0,0
480,2,2,34,0,0,0,0
150,2,1,36,0,0,0,0
80,2,1,38,0,0,0,0
310,2,1,39,0,0,0,0
200,2,1,46,0,0,0,0
20,2,1,43,0,0,0,0
480,2,1,41,0,0,0,0
200,2,2,35,0,0,0,0
20,2,1,45,0,0,0,0
300,2,2,30,0,0,0,0
230,2,1,34,1,0,0,0
50,2,1,35,0,0,0,1
50,2,1,39,0,0,0,0
110,2,1,40,0,0,0,0
70,2,1,49,1,1,1,1
50,2,2,46,0,0,0,0
50,2,1,32,0,0,0,1
440,2,1,46,0,0,0,0
150,2,2,38,0,0,0,0
420,2,1,37,0,0,0,0
180,2,1,33,0,0,0,0
230,2,2,33,0,0,0,0
50,2,2,44,0,0,1,1
260,2,2,32,0,0,0,1
260,2,2,33,0,0,0,1
310,2,1,33,0,0,0,1
60,2,1,37,1,1,1,1
120,2,2,40,0,0,0,0
400,2,1,41,0,0,0,0
80,2,1,45,0,0,0,0
60,2,1,40,0,0,0,0
160,2,1,40,0,0,0,0
220,2,1,34,0,0,0,0
300,2,1,46,0,0,0,0
100,2,2,32,0,0,0,0
60,2,1,37,0,0,0,0
80,2,1,43,0,0,0,0
10,2,2,43,0,0,0,0
30,2,2,40,0,0,0,0
500,2,1,36,0,0,0,0
40,2,1,40,1,0,1,1
300,2,2,35,0,0,0,0
20,2,1,34,1,1,1,0
280,2,2,37,0,1,0,1
190,2,2,38,0,0,0,0
500,2,1,33,0,0,0,0
250,2,1,43,0,0,0,0
120,2,2,47,0,0,0,0
20,2,2,35,0,0,0,0
210,2,1,40,1,1,1,0
30,2,1,49,0,0,0,0
340,2,1,45,0,0,0,0
180,2,1,36,0,0,0,0
40,2,1,40,0,0,0,1
20,2,1,37,0,0,0,0
130,2,1,48,1,1,1,1
50,2,1,41,0,0,0,1
300,2,1,31,0,0,0,0
140,2,2,33,0,0,0,0
260,2,1,46,0,0,0,0
100,2,1,45,0,0,0,0
130,2,2,40,1,0,0,1
200,2,2,47,1,0,0,1
200,2,1,48,0,0,0,1
200,2,2,31,1,0,0,0
180,2,2,32,0,0,0,0
360,2,1,33,0,0,0,1
420,2,2,34,0,0,0,0
180,2,1,35,0,0,0,0
50,2,1,35,1,1,1,0
120,2,1,34,0,0,0,1
80,2,1,35,0,0,0,0
180,2,1,38,1,0,0,0
20,2,1,32,0,0,1,1
180,2,1,32,0,0,0,0
230,2,1,34,0,0,0,0
80,2,1,43,0,0,0,0
90,2,1,42,0,0,0,0
300,2,1,30,0,0,0,0
160,2,2,36,1,0,0,1
180,2,2,47,0,0,0,0
160,2,2,30,0,0,0,0
230,2,2,30,0,0,0,0
360,2,2,31,0,0,0,0
500,1,2,31,0,0,0,0
120,1,2,30,1,1,1,0
280,1,2,31,0,0,0,1
200,1,1,32,1,1,0,0
180,1,2,31,0,0,0,0
240,2,1,34,0,0,0,1
500,2,1,44,0,0,0,0
180,2,1,48,0,0,0,0
330,2,1,43,0,0,0,0
420,2,2,37,0,0,0,0
220,2,1,33,0,0,0,0
170,2,2,34,0,0,0,0
140,2,1,48,0,0,0,0
200,2,2,31,0,0,0,0
230,2,1,32,0,0,0,0
150,2,2,31,0,0,0,0
240,2,2,37,0,0,0,0
210,2,1,49,0,0,0,0
500,2,2,35,0,0,0,0
180,2,1,39,1,0,0,0
60,2,2,31,0,0,0,0
290,2,1,34,0,0,0,0
80,2,2,48,0,0,0,0
180,2,1,46,0,0,0,0
350,2,1,33,0,0,0,0
160,2,2,41,0,0,0,1
210,2,2,36,0,0,0,0
160,2,1,35,1,0,0,0
350,2,1,40,0,0,0,0
130,2,1,41,0,0,0,0
240,2,1,49,0,0,1,0
330,2,1,40,0,0,0,0
500,2,1,45,1,0,0,1
170,2,1,41,0,0,0,0
240,2,1,43,0,0,0,0
260,2,2,36,0,0,0,0
130,2,1,43,0,0,0,0
30,2,2,38,0,0,0,0
440,2,2,42,1,0,0,0
260,2,1,43,0,0,0,0
30,2,1,38,1,0,0,0
390,2,1,37,0,0,0,0
260,2,1,45,0,0,0,0
70,2,1,46,0,0,0,0
200,2,1,30,1,1,1,0
150,2,1,32,0,0,0,0
460,2,2,32,0,0,0,0
180,2,1,33,0,0,0,0
70,2,2,37,0,0,0,0
250,2,1,40,0,0,0,0
170,2,1,39,0,0,0,0
160,2,2,34,0,0,0,0
80,2,2,36,1,0,0,1
400,2,2,49,1,0,0,0
20,2,1,43,1,1,1,1
130,2,2,44,0,0,0,0
60,2,1,36,0,0,0,0
90,2,1,41,0,0,0,0
210,2,2,44,0,0,0,0
380,2,2,34,1,1,1,0
200,2,1,35,0,0,0,0
180,2,1,37,1,0,0,1
20,2,1,42,1,1,1,0
350,2,1,38,0,0,0,0
400,2,2,34,0,0,0,0
230,2,1,38,1,0,0,0
230,2,1,43,0,0,0,1
50,2,1,38,0,0,0,0
300,2,2,47,0,0,0,0
230,2,1,45,0,0,0,0
50,2,1,44,0,0,0,0
150,2,2,34,0,0,0,0
260,2,2,33,0,0,0,0
320,2,1,33,0,0,0,1
100,2,1,49,0,0,0,0
60,2,1,37,1,0,0,0
420,2,1,42,0,0,0,0
500,2,1,38,0,0,0,0
450,2,1,34,0,0,0,0
30,2,1,42,0,0,0,1
60,2,1,47,1,1,1,1
180,2,1,43,0,0,0,0
320,2,2,35,0,0,0,0
250,2,2,37,0,0,0,0
30,2,2,34,0,0,0,0
360,2,1,34,0,0,0,0
360,2,1,43,0,0,0,0
150,2,1,36,0,0,0,0
400,2,1,39,0,1,0,0
350,2,2,44,1,1,1,1
80,2,1,45,0,0,0,0
140,2,1,37,0,0,0,0
150,2,2,48,0,0,0,0
480,2,1,40,0,0,0,0
200,2,1,41,0,0,0,0
180,2,2,29,0,0,0,0
260,2,2,30,0,0,0,0
450,2,1,33,1,0,1,0
140,2,1,33,0,0,0,0
220,2,1,43,0,0,0,1
100,2,1,39,0,0,0,0
160,2,1,41,0,0,0,0
140,2,1,36,0,0,0,0
200,2,2,39,0,0,0,0
460,2,2,30,0,0,0,0
50,2,2,31,0,0,0,0
100,2,1,31,0,0,0,0
150,2,2,31,0,0,0,0
460,2,1,32,0,0,0,0
360,2,2,32,0,0,0,0
180,2,2,33,0,0,0,0
470,2,1,42,0,0,0,0
320,2,1,44,1,0,1,0
360,2,2,47,0,0,0,0
60,2,1,36,0,0,0,0
310,2,1,39,0,0,0,0
140,2,1,36,0,0,0,0
450,2,1,43,0,0,0,0
210,2,1,30,0,1,0,0
180,2,2,33,0,0,0,1
360,2,2,38,0,0,0,0
50,2,1,33,1,1,1,1
340,2,2,34,0,0,0,0
140,2,1,38,1,1,1,0
120,2,2,32,0,0,0,0
180,2,1,32,1,0,0,1
360,2,2,32,0,0,0,0
340,2,1,34,0,0,0,0
200,2,1,35,0,0,0,0
80,2,2,36,0,0,0,0
500,2,1,35,0,0,0,0
150,2,1,31,0,0,0,0
20,2,2,46,1,1,1,1
500,2,1,41,0,0,0,0
340,2,1,47,0,0,0,0
500,2,2,34,0,0,0,0
240,2,2,31,0,0,0,0
80,2,2,34,0,0,0,0
200,2,1,37,1,0,0,0
230,2,2,31,0,0,0,0
300,2,1,36,0,0,0,0
140,2,1,36,0,0,0,1
300,2,2,33,0,0,0,0
360,2,2,34,0,0,0,1
320,2,1,35,0,0,0,1
380,2,1,30,0,0,0,0
170,2,1,30,0,0,0,0
300,2,1,41,0,0,0,0
60,2,2,44,0,0,0,0
240,2,1,36,0,0,0,0
500,2,2,44,0,0,0,0
230,2,1,45,0,0,0,0
60,2,1,35,0,0,0,0
100,2,2,35,0,0,0,0
270,2,2,36,0,0,0,0
280,2,2,35,0,0,0,0
100,2,1,38,1,1,1,0
100,2,2,32,0,0,1,0
90,2,2,31,1,0,0,0
280,2,1,44,0,0,0,1
70,2,1,40,0,0,1,0
180,2,2,32,0,0,0,0
190,2,2,33,0,0,0,0
500,2,1,38,0,0,0,0
190,2,1,47,1,1,0,0
210,2,2,32,0,0,0,0
60,2,1,38,0,0,0,0
200,2,1,34,0,0,0,0
470,2,2,32,1,0,0,0
260,2,2,30,0,0,0,0
140,2,2,30,0,0,0,0
190,2,1,33,0,0,0,1
80,2,1,36,0,0,0,0
310,2,2,37,0,0,0,0
150,2,2,40,0,0,0,0
340,2,1,30,0,0,0,1
360,2,2,31,0,0,0,0
250,2,1,38,1,0,0,0
220,2,1,34,0,0,0,0
30,2,1,46,1,0,0,0
210,2,1,41,0,0,0,0
350,2,1,32,0,0,0,1
270,2,1,33,0,0,0,0
200,2,2,34,0,0,0,0
70,2,2,40,1,0,0,1
220,2,1,45,0,0,1,0
230,2,1,39,0,0,0,1
120,2,1,35,0,0,0,0
360,2,1,30,0,0,0,0
210,2,2,37,0,0,0,0
460,2,1,40,1,1,1,1
500,2,1,34,0,0,0,0
180,2,2,35,0,0,0,0
180,2,1,36,0,0,0,0
220,2,1,26,0,0,0,0
600,2,2,30,0,0,0,0
180,2,2,36,0,0,0,1
360,2,1,39,0,0,0,0
620,2,2,38,0,0,0,0
60,2,1,44,0,0,0,1
100,2,2,32,0,0,0,0
200,2,2,31,0,0,0,0
50,2,2,36,0,0,0,0
200,2,2,29,1,0,0,1
10,2,1,43,0,0,0,1
280,2,2,36,0,0,0,0
450,2,1,46,0,0,0,0
260,2,2,29,0,0,0,1
140,2,2,30,0,0,0,0
390,2,2,33,0,0,0,0
350,2,1,41,0,0,0,0
50,2,1,44,0,0,0,0
120,2,2,46,0,0,0,0
80,2,1,45,0,0,0,0
160,2,2,36,0,0,0,0
90,2,1,46,0,0,0,0
190,2,1,39,0,0,0,1
100,2,1,40,1,1,0,1
210,2,2,35,0,0,0,0
160,2,2,33,1,1,1,0
240,2,1,35,0,0,0,1
20,2,2,36,0,0,0,0
220,2,1,36,1,1,1,1
260,2,2,44,0,0,0,0
500,2,1,34,0,0,0,0
200,2,2,34,0,0,0,0
260,2,1,33,0,0,0,1
170,2,2,30,0,0,0,0
150,2,1,38,0,0,0,0
360,2,1,37,0,0,0,0
260,2,1,44,0,0,0,0
170,2,2,30,0,0,0,0
230,2,2,33,0,0,0,0
620,2,2,38,0,0,0,0
180,2,1,35,0,0,0,0
180,2,1,33,0,0,0,0
30,2,2,45,0,1,1,1
300,2,2,31,0,0,0,0
370,2,1,35,0,0,0,0
80,2,2,31,0,0,0,0
200,2,2,40,0,0,0,0
150,2,1,42,0,0,0,0
210,2,1,33,0,0,0,0
70,2,1,35,1,1,1,0
80,2,1,38,0,0,0,0
50,2,2,44,0,0,0,0
210,2,2,33,0,0,0,1
260,2,1,33,0,0,0,0
170,2,1,36,0,0,0,0
360,2,2,35,0,1,1,0
500,2,2,37,0,0,0,0
290,2,2,46,0,0,0,0
200,2,1,35,0,0,0,0
90,2,1,47,0,0,0,0
100,2,2,41,0,0,0,0
290,2,2,31,0,0,0,0
50,2,2,31,1,0,0,1
150,2,1,32,0,0,0,0
400,2,1,42,0,0,0,0
50,2,1,37,0,0,0,0
400,2,1,42,0,1,0,0
50,2,1,37,1,1,1,1
50,2,2,29,1,1,1,1
100,2,2,34,0,0,0,0
170,2,1,39,0,0,0,0
150,2,2,30,0,0,0,0
360,2,2,30,0,0,0,0
50,2,1,31,0,0,0,1
180,2,1,35,0,0,0,0
350,2,2,35,0,0,0,0
120,2,1,38,0,0,0,0
140,2,1,33,0,0,0,0
150,2,1,34,0,0,0,0
260,2,2,42,0,0,0,1
50,2,1,28,0,0,0,1
180,2,1,36,0,0,0,0
290,2,1,44,0,0,0,0
40,2,1,49,0,0,0,0
310,2,2,36,0,0,0,0
70,2,2,46,0,0,0,1
180,2,1,39,0,0,0,0
570,2,1,46,0,0,0,0
150,2,2,41,1,0,0,1
20,2,2,30,1,1,0,0
180,2,1,32,0,0,0,0
100,2,1,34,0,0,0,0
90,2,2,31,0,0,1,1
150,2,2,47,0,0,0,0
490,2,1,31,0,0,0,0
30,2,1,33,0,0,1,1
300,2,1,33,0,0,0,0
140,2,1,32,0,1,1,1
50,2,2,32,0,0,0,0
150,2,2,31,1,1,1,1
350,2,2,32,0,0,0,0
140,2,2,32,0,0,0,0
80,2,1,43,0,0,0,0
80,2,1,40,0,0,0,0
210,2,1,34,0,0,0,0
110,2,1,34,0,0,0,0
120,2,2,29,1,0,0,0
180,2,2,28,0,0,0,0
340,2,1,44,1,1,1,1
220,2,2,29,0,0,0,0
170,2,2,27,0,0,0,0
70,2,2,28,0,0,0,0
50,2,1,31,0,0,0,0
200,2,2,30,0,0,0,0
290,2,2,34,1,1,1,1
30,2,1,39,1,1,1,0
280,2,2,37,0,0,0,1
100,2,2,29,0,0,0,0
50,2,1,35,0,0,0,0
240,2,1,43,0,1,0,1
240,2,1,31,0,0,0,0
100,2,1,31,1,0,0,0
210,2,2,36,0,0,0,0
400,2,1,37,0,0,0,0
280,2,1,42,0,0,0,0
180,2,2,36,0,0,0,0
500,2,1,36,0,0,0,0
200,2,1,45,0,0,0,0
500,2,2,27,0,0,0,1
200,2,2,30,0,0,0,0
110,2,1,27,1,1,1,0
280,2,2,30,0,0,0,0
100,2,2,31,1,1,1,1
70,2,1,33,0,0,0,0
130,2,1,47,0,1,1,0
30,2,1,35,1,1,1,1
30,2,1,43,0,0,0,0
180,2,2,27,0,0,0,0
100,2,2,27,0,0,0,0
150,2,2,30,1,0,0,0
140,2,1,32,0,0,0,0
240,2,2,45,0,0,0,0
180,2,1,48,0,0,0,0
340,2,1,37,0,0,0,0
200,2,1,37,0,0,0,0
360,2,1,39,0,0,0,1
500,2,1,37,1,0,0,0
270,2,1,33,0,0,0,0
140,2,1,33,0,0,0,0
120,2,2,33,0,0,0,0
210,2,1,34,0,0,0,0
300,2,1,35,0,0,0,0
360,2,1,41,0,0,0,0
120,2,1,27,0,0,0,0
430,2,2,29,0,0,0,0
250,2,2,27,0,0,0,0
180,2,2,29,0,0,0,1
170,2,1,29,0,0,0,0
500,2,1,36,0,0,0,0
20,2,1,37,0,0,0,0
50,2,1,48,0,0,0,0
120,2,2,34,0,0,0,0
340,2,1,31,0,0,0,0
80,2,2,32,0,0,0,0
90,2,1,33,0,0,0,0
90,2,1,32,0,0,0,0
80,2,1,32,0,0,0,0
170,2,2,46,0,0,0,0
230,2,2,29,0,0,0,0
290,2,2,30,0,0,0,0
360,2,1,44,1,1,0,0
270,2,1,43,0,0,0,0
60,2,1,43,0,0,0,0
360,2,2,33,0,0,0,0
100,2,2,28,0,0,0,0
80,2,1,31,0,0,0,0
80,2,1,34,0,0,0,0
220,2,1,35,0,0,0,0
240,2,1,43,1,0,0,0
210,2,2,44,0,0,0,1
270,2,1,34,0,0,0,0
170,2,2,44,0,0,0,1
190,2,2,29,0,0,0,0
200,2,2,31,0,1,1,1
240,2,1,32,0,0,0,0
150,2,1,34,0,0,0,0
90,2,1,44,0,0,1,0
400,2,1,44,0,0,0,0
420,2,1,46,0,0,0,0
140,2,2,25,0,0,0,0
50,2,1,48,0,0,0,0
210,2,1,46,0,0,0,0
210,2,2,30,0,0,0,0
180,2,1,41,0,0,0,0
100,2,2,30,0,0,0,0
300,2,1,34,0,0,0,0
250,2,2,36,0,0,0,0
200,2,2,33,0,0,0,0
380,2,1,33,0,0,0,0
30,2,2,25,0,0,0,0
80,2,1,31,0,0,0,1
300,2,1,27,1,1,0,0
240,2,1,38,1,0,0,0
80,2,2,23,0,0,0,0
280,2,2,27,0,0,0,0
50,2,2,36,0,0,1,1
200,2,1,36,1,0,0,1
210,2,2,32,0,0,0,0
160,2,2,31,0,0,0,0
130,2,1,43,0,0,0,0
300,2,1,39,0,0,0,0
50,2,1,41,1,1,1,1
150,2,1,40,0,0,0,0
500,2,1,43,0,0,0,0
270,2,1,34,0,0,0,0
500,2,1,43,0,0,0,0
200,2,1,40,0,0,0,0
300,2,2,33,0,0,0,0
230,2,2,40,0,0,0,0
500,2,2,37,0,0,0,0
80,2,2,38,0,0,0,0
500,2,2,42,0,0,0,0
30,2,1,44,0,0,0,0
170,2,1,41,0,0,0,0
70,2,2,37,0,0,0,0
310,2,1,46,0,0,0,0
50,2,1,41,1,1,1,0
180,2,2,44,0,0,0,0
310,2,2,35,0,0,0,0
500,2,1,39,0,0,0,0
330,2,2,41,0,0,0,0
150,2,2,49,1,0,0,0
110,2,2,42,0,0,0,0
230,2,1,46,0,0,0,1
50,2,1,46,1,0,0,0
60,2,2,40,0,0,0,0
250,2,1,32,1,0,0,0
450,2,2,46,0,0,0,0
260,2,2,33,1,1,1,1
380,2,1,45,0,0,0,0
240,2,2,38,0,0,0,0
30,2,1,34,0,0,0,1
90,2,1,43,0,0,0,0
230,2,1,43,0,0,0,1
60,2,1,45,0,0,0,0
170,2,1,38,0,0,0,0
440,2,1,41,0,0,0,0
120,2,1,37,0,0,1,0
240,2,1,37,0,0,0,0
260,2,1,42,0,0,0,0
300,2,2,43,0,0,0,0
190,2,1,34,0,0,0,0
110,2,1,43,0,0,0,1
280,2,1,38,0,0,0,0
220,2,1,40,0,0,0,0
280,2,2,36,0,0,0,0
70,2,1,39,1,1,1,1
500,2,1,36,0,0,0,0
130,2,2,36,0,0,0,0
610,2,2,43,0,0,1,0
210,2,2,35,0,0,0,0
210,2,1,45,0,0,0,0
80,2,2,37,0,0,0,0
150,2,1,33,1,1,1,1
160,2,1,33,1,0,0,0
130,2,1,45,0,0,0,0
210,2,1,40,0,0,0,0
360,2,1,42,0,0,0,0
500,2,1,45,0,0,0,0
220,2,2,33,0,1,0,0
320,2,1,46,0,0,0,0
220,2,1,41,1,1,1,1
80,2,2,32,0,0,0,0
160,2,1,32,0,0,0,0
160,2,2,33,0,0,0,1
440,2,1,36,0,0,0,0
90,2,1,36,1,0,0,0
230,2,1,37,0,0,0,0
180,2,2,33,1,0,0,0
440,2,1,32,1,0,0,0
200,2,1,41,1,0,0,1
220,2,1,41,0,0,0,0
360,2,1,39,0,1,1,0
120,2,2,27,0,0,0,1
20,2,2,27,0,0,0,0
230,2,2,28,0,1,0,0
30,2,2,29,0,0,0,0
160,2,2,29,0,0,0,1
170,2,2,29,0,0,0,0
140,2,2,29,1,0,0,0
160,2,1,33,0,1,1,1
500,2,2,36,0,0,0,0
80,2,1,31,0,0,0,1
150,2,1,32,0,0,0,0
30,2,2,46,0,0,0,0
180,2,1,47,0,0,0,0
150,2,1,41,1,1,1,1
320,2,2,32,0,0,0,0
440,2,2,33,0,0,0,0
200,2,1,38,0,0,0,0
200,2,1,45,0,1,1,0
230,2,1,35,0,0,0,1
350,2,2,38,0,0,0,0
100,2,2,31,0,0,0,0
360,2,2,45,0,0,0,1
210,2,2,31,0,0,0,0
360,2,1,32,0,0,0,0
200,2,2,32,0,0,0,0
230,2,1,34,0,0,0,0
170,2,2,47,0,0,0,0
50,2,1,40,0,0,1,0
180,2,2,37,1,1,0,0
100,2,1,47,1,0,0,1
150,2,2,28,0,0,0,0
180,2,2,33,0,0,0,0
280,2,2,33,0,0,0,0
150,2,2,40,0,0,0,0
100,2,1,36,1,1,1,1
70,2,1,37,0,0,0,1
220,2,1,38,1,0,0,0
240,2,1,41,0,0,0,1
710,2,2,32,0,0,0,0
470,2,2,33,0,0,0,1
80,2,1,46,0,0,0,1
180,2,1,49,0,0,0,1
250,2,1,32,0,0,0,0
690,2,2,34,0,0,0,0
340,2,2,45,0,0,0,0
220,2,2,47,0,0,0,0
